Vendor,Location,Department,Role,Currency,Amount,Item,Rate,Quantity,Summary,Tag,id
Amazon,"Kolkata, India",IT,Team Lead,INR,9420,Office Chair,3140,3,"Team Lead from IT spent 9420 INR on Office Chair at Amazon in Kolkata, India.",Office Supply,EZQ4FXGVKO
Ola,"Jaipur, India",Finance & Accounting,Manager,INR,4414,Deluxe Room,4414,1,"Manager from Finance & Accounting spent 4414 INR on Deluxe Room at Ola in Jaipur, India.",Travel,8ZFI8VMI6O
Ola,"Hyderabad, India",Marketing,Team Lead,INR,1746,Deluxe Room,1746,1,"Team Lead from Marketing spent 1746 INR on Deluxe Room at Ola in Hyderabad, India.",Travel,7WX11OJDBX
Flipkart,"Bangalore, India",IT,Dept Head,INR,5672,Projector,2836,2,"Dept Head from IT spent 5672 INR on Projector at Flipkart in Bangalore, India.",Office Supply,15SLAVJCAZ
Amazon,"Pune, India",IT,Manager,INR,6327,Laptop,2109,3,"Manager from IT spent 6327 INR on Laptop at Amazon in Pune, India.",Office Supply,8QERUGX2Z7
MakeMyTrip,"Mumbai, India",Human Resource,Dept Head,INR,10233,Flight Ticket,3411,3,"Dept Head from Human Resource spent 10233 INR on Flight Ticket at MakeMyTrip in Mumbai, India.",Travel,Y6C7MZKWQO
Flipkart,"Lucknow, India",Sales,Dept Head,INR,4824,Office Chair,2412,2,"Dept Head from Sales spent 4824 INR on Office Chair at Flipkart in Lucknow, India.",Office Supply,O39RT6JOWO
Amazon,"Chennai, India",Marketing,Manager,INR,551,Laptop,551,1,"Manager from Marketing spent 551 INR on Laptop at Amazon in Chennai, India.",Office Supply,HOM38WDT39
Uber,"Toronto, Canada",Operations,Dept Head,CAD,2646,Flight Ticket,2646,1,"Dept Head from Operations spent 2646 CAD on Flight Ticket at Uber in Toronto, Canada.",Travel,6VMKHA5L0R
Flipkart,Singapore,IT,Employee,SGD,1998,Projector,999,2,Employee from IT spent 1998 SGD on Projector at Flipkart in Singapore.,Office Supply,Q36KPL6BM9
Ola,"Jaipur, India",Operations,Team Lead,INR,2927,Flight Ticket,2927,1,"Team Lead from Operations spent 2927 INR on Flight Ticket at Ola in Jaipur, India.",Travel,QN6NXX2F8J
OYO,"Hyderabad, India",IT,Dept Head,INR,1031,Flight Ticket,1031,1,"Dept Head from IT spent 1031 INR on Flight Ticket at OYO in Hyderabad, India.",Travel,9XKZVXBHUY
Uber,"Mumbai, India",IT,Dept Head,INR,6828,Deluxe Room,2276,3,"Dept Head from IT spent 6828 INR on Deluxe Room at Uber in Mumbai, India.",Travel,V172INY8CK
Amazon,Singapore,Marketing,Employee,SGD,2585,Laptop,2585,1,Employee from Marketing spent 2585 SGD on Laptop at Amazon in Singapore.,Office Supply,AU4RL1AMKZ
Goibibo,"Bangalore, India",Sales,Team Lead,INR,2973,Deluxe Room,2973,1,"Team Lead from Sales spent 2973 INR on Deluxe Room at Goibibo in Bangalore, India.",Travel,7H12CEX71S
Zomato,"New Delhi, India",Finance & Accounting,Employee,INR,5306,Meal,2653,2,"Employee from Finance & Accounting spent 5306 INR on Meal at Zomato in New Delhi, India.",Meals,O924ZS6OQF
Ola,"Kolkata, India",Sales,Manager,INR,2448,Deluxe Room,1224,2,"Manager from Sales spent 2448 INR on Deluxe Room at Ola in Kolkata, India.",Travel,TC2D7K1DKL
Zomato,"Pune, India",IT,Team Lead,INR,2774,Meal,2774,1,"Team Lead from IT spent 2774 INR on Meal at Zomato in Pune, India.",Meals,NJGDBRD518
Goibibo,"Sydney, Australia",Marketing,Dept Head,AUD,2900,Flight Ticket,2900,1,"Dept Head from Marketing spent 2900 AUD on Flight Ticket at Goibibo in Sydney, Australia.",Travel,K5GWBLQUOY
Amazon,"Kolkata, India",Finance & Accounting,Dept Head,INR,11445,Office Chair,3815,3,"Dept Head from Finance & Accounting spent 11445 INR on Office Chair at Amazon in Kolkata, India.",Office Supply,SMOSM0EFLT
Goibibo,"Tokyo, Japan",Finance & Accounting,Dept Head,JPY,2094,Flight Ticket,698,3,"Dept Head from Finance & Accounting spent 2094 JPY on Flight Ticket at Goibibo in Tokyo, Japan.",Travel,X4DYF7E67G
Flipkart,Hong Kong,IT,Team Lead,HKD,5430,Projector,1810,3,Team Lead from IT spent 5430 HKD on Projector at Flipkart in Hong Kong.,Office Supply,90M3BYCA4B
Flipkart,"Mumbai, India",Sales,Employee,INR,7644,Projector,3822,2,"Employee from Sales spent 7644 INR on Projector at Flipkart in Mumbai, India.",Office Supply,QXGQ4O68PQ
Ola,"London, UK",Customer Support,Manager,GBP,7860,Deluxe Room,3930,2,"Manager from Customer Support spent 7860 GBP on Deluxe Room at Ola in London, UK.",Travel,J5B26WK54C
Uber,"Lucknow, India",Customer Support,Employee,INR,6954,Flight Ticket,2318,3,"Employee from Customer Support spent 6954 INR on Flight Ticket at Uber in Lucknow, India.",Travel,NGSWX0QAMG
Zomato,"Berlin, Germany",Finance & Accounting,Team Lead,EUR,2197,Meal,2197,1,"Team Lead from Finance & Accounting spent 2197 EUR on Meal at Zomato in Berlin, Germany.",Meals,R3QMX91U59
Flipkart,"Lucknow, India",Sales,Dept Head,INR,9732,Office Chair,4866,2,"Dept Head from Sales spent 9732 INR on Office Chair at Flipkart in Lucknow, India.",Office Supply,8VM23N3NOB
Goibibo,"Bangalore, India",Finance & Accounting,Manager,INR,1822,Flight Ticket,1822,1,"Manager from Finance & Accounting spent 1822 INR on Flight Ticket at Goibibo in Bangalore, India.",Travel,6E6SH1LOQ8
MakeMyTrip,"Jaipur, India",Finance & Accounting,Manager,INR,3477,Deluxe Room,3477,1,"Manager from Finance & Accounting spent 3477 INR on Deluxe Room at MakeMyTrip in Jaipur, India.",Travel,XV87OFEULZ
Zomato,"Jaipur, India",Finance & Accounting,Manager,INR,3586,Meal,1793,2,"Manager from Finance & Accounting spent 3586 INR on Meal at Zomato in Jaipur, India.",Meals,5CR7XS0H8Q
Amazon,"Chennai, India",IT,Dept Head,INR,3841,Projector,3841,1,"Dept Head from IT spent 3841 INR on Projector at Amazon in Chennai, India.",Office Supply,0YMKKBTO1Z
MakeMyTrip,"New Delhi, India",Sales,Employee,INR,1388,Deluxe Room,1388,1,"Employee from Sales spent 1388 INR on Deluxe Room at MakeMyTrip in New Delhi, India.",Travel,WI6LL6WR8G
OYO,"Jaipur, India",Sales,Team Lead,INR,1791,Deluxe Room,597,3,"Team Lead from Sales spent 1791 INR on Deluxe Room at OYO in Jaipur, India.",Travel,0DD2NRR5WQ
Flipkart,"Mumbai, India",Customer Support,Dept Head,INR,581,Laptop,581,1,"Dept Head from Customer Support spent 581 INR on Laptop at Flipkart in Mumbai, India.",Office Supply,BO69Z1UI4R
Goibibo,"Hyderabad, India",Operations,Dept Head,INR,1357,Deluxe Room,1357,1,"Dept Head from Operations spent 1357 INR on Deluxe Room at Goibibo in Hyderabad, India.",Travel,ZLKUSERGJT
Goibibo,"New Delhi, India",Operations,Team Lead,INR,13314,Deluxe Room,4438,3,"Team Lead from Operations spent 13314 INR on Deluxe Room at Goibibo in New Delhi, India.",Travel,HP3HS0FI7I
MakeMyTrip,"Pune, India",Operations,Manager,INR,2850,Flight Ticket,950,3,"Manager from Operations spent 2850 INR on Flight Ticket at MakeMyTrip in Pune, India.",Travel,D5FNNTR0Q9
Ola,"Pune, India",IT,Manager,INR,7842,Deluxe Room,3921,2,"Manager from IT spent 7842 INR on Deluxe Room at Ola in Pune, India.",Travel,7DWIZMHW41
Flipkart,"Chennai, India",Human Resource,Dept Head,INR,1728,Projector,576,3,"Dept Head from Human Resource spent 1728 INR on Projector at Flipkart in Chennai, India.",Office Supply,C1UL7CTRFD
Swiggy,"New Delhi, India",Human Resource,Employee,INR,825,Meal,825,1,"Employee from Human Resource spent 825 INR on Meal at Swiggy in New Delhi, India.",Meals,WDOMB92RI9
Zomato,"Lucknow, India",Marketing,Employee,INR,5762,Meal,2881,2,"Employee from Marketing spent 5762 INR on Meal at Zomato in Lucknow, India.",Meals,VJ9N32UOL7
Expedia,"Toronto, Canada",Human Resource,Team Lead,CAD,2892,Flight Ticket,1446,2,"Team Lead from Human Resource spent 2892 CAD on Flight Ticket at Expedia in Toronto, Canada.",Travel,DJ0J429QJL
Uber,"New Delhi, India",Finance & Accounting,Employee,INR,14037,Flight Ticket,4679,3,"Employee from Finance & Accounting spent 14037 INR on Flight Ticket at Uber in New Delhi, India.",Travel,BHB3AQV122
Expedia,"Lucknow, India",Human Resource,Dept Head,INR,817,Flight Ticket,817,1,"Dept Head from Human Resource spent 817 INR on Flight Ticket at Expedia in Lucknow, India.",Travel,1Y0Q2NSZPY
Expedia,"New Delhi, India",Sales,Team Lead,INR,6753,Flight Ticket,2251,3,"Team Lead from Sales spent 6753 INR on Flight Ticket at Expedia in New Delhi, India.",Travel,ZJJH3RMPE4
Swiggy,"Chennai, India",Sales,Manager,INR,7011,Meal,2337,3,"Manager from Sales spent 7011 INR on Meal at Swiggy in Chennai, India.",Meals,8VGU4C1VLH
OYO,"Ahmedabad, India",Finance & Accounting,Dept Head,INR,11694,Deluxe Room,3898,3,"Dept Head from Finance & Accounting spent 11694 INR on Deluxe Room at OYO in Ahmedabad, India.",Travel,R5HENZEP9K
Uber,"Lucknow, India",Sales,Employee,INR,3960,Flight Ticket,1320,3,"Employee from Sales spent 3960 INR on Flight Ticket at Uber in Lucknow, India.",Travel,ZC1JVHEER7
Uber,"Kolkata, India",Operations,Employee,INR,8253,Flight Ticket,2751,3,"Employee from Operations spent 8253 INR on Flight Ticket at Uber in Kolkata, India.",Travel,34HDFCZ6GE
Uber,"New Delhi, India",Customer Support,Team Lead,INR,8218,Flight Ticket,4109,2,"Team Lead from Customer Support spent 8218 INR on Flight Ticket at Uber in New Delhi, India.",Travel,25JJII99EK
Amazon,"Ahmedabad, India",Human Resource,Manager,INR,7850,Office Chair,3925,2,"Manager from Human Resource spent 7850 INR on Office Chair at Amazon in Ahmedabad, India.",Office Supply,CDS499B5B1
OYO,"Bangalore, India",Finance & Accounting,Employee,INR,708,Deluxe Room,708,1,"Employee from Finance & Accounting spent 708 INR on Deluxe Room at OYO in Bangalore, India.",Travel,56ME2FAMIF
Zomato,"Pune, India",Operations,Dept Head,INR,9866,Meal,4933,2,"Dept Head from Operations spent 9866 INR on Meal at Zomato in Pune, India.",Meals,QUS8DQ9M7J
Amazon,"Mumbai, India",Sales,Dept Head,INR,7782,Office Chair,3891,2,"Dept Head from Sales spent 7782 INR on Office Chair at Amazon in Mumbai, India.",Office Supply,WGQQG0VKFE
Expedia,"New Delhi, India",Finance & Accounting,Dept Head,INR,9254,Flight Ticket,4627,2,"Dept Head from Finance & Accounting spent 9254 INR on Flight Ticket at Expedia in New Delhi, India.",Travel,A80B5XNVC3
Swiggy,Hong Kong,Finance & Accounting,Employee,HKD,6807,Meal,2269,3,Employee from Finance & Accounting spent 6807 HKD on Meal at Swiggy in Hong Kong.,Meals,BU73G5C57I
Goibibo,"New Delhi, India",Customer Support,Team Lead,INR,686,Deluxe Room,686,1,"Team Lead from Customer Support spent 686 INR on Deluxe Room at Goibibo in New Delhi, India.",Travel,N9PRT48JWW
OYO,"Kolkata, India",Finance & Accounting,Employee,INR,8066,Flight Ticket,4033,2,"Employee from Finance & Accounting spent 8066 INR on Flight Ticket at OYO in Kolkata, India.",Travel,RUCQUGU8F7
Goibibo,"Bangalore, India",Sales,Dept Head,INR,6600,Flight Ticket,2200,3,"Dept Head from Sales spent 6600 INR on Flight Ticket at Goibibo in Bangalore, India.",Travel,42EKVSVU4N
Zomato,"Ahmedabad, India",Customer Support,Manager,INR,3810,Meal,1270,3,"Manager from Customer Support spent 3810 INR on Meal at Zomato in Ahmedabad, India.",Meals,CNJ9CP5O69
Ola,"Bangalore, India",Sales,Team Lead,INR,2860,Deluxe Room,2860,1,"Team Lead from Sales spent 2860 INR on Deluxe Room at Ola in Bangalore, India.",Travel,J7F1TQ528U
Ola,"Pune, India",Customer Support,Manager,INR,4072,Deluxe Room,4072,1,"Manager from Customer Support spent 4072 INR on Deluxe Room at Ola in Pune, India.",Travel,WEJNLWQJLL
Zomato,"Lucknow, India",Finance & Accounting,Manager,INR,2225,Meal,2225,1,"Manager from Finance & Accounting spent 2225 INR on Meal at Zomato in Lucknow, India.",Meals,AQOS7P3IWP
Uber,"Hyderabad, India",IT,Dept Head,INR,3191,Deluxe Room,3191,1,"Dept Head from IT spent 3191 INR on Deluxe Room at Uber in Hyderabad, India.",Travel,3RW9LQPVX7
MakeMyTrip,"Berlin, Germany",Sales,Employee,EUR,9726,Flight Ticket,3242,3,"Employee from Sales spent 9726 EUR on Flight Ticket at MakeMyTrip in Berlin, Germany.",Travel,AY2Q67GUYP
Zomato,"Lucknow, India",Customer Support,Team Lead,INR,1293,Meal,1293,1,"Team Lead from Customer Support spent 1293 INR on Meal at Zomato in Lucknow, India.",Meals,XLBTXXC6TN
Goibibo,"Bangalore, India",Finance & Accounting,Employee,INR,8120,Flight Ticket,4060,2,"Employee from Finance & Accounting spent 8120 INR on Flight Ticket at Goibibo in Bangalore, India.",Travel,5G08NJMAHS
Expedia,"Ahmedabad, India",Human Resource,Employee,INR,1784,Flight Ticket,1784,1,"Employee from Human Resource spent 1784 INR on Flight Ticket at Expedia in Ahmedabad, India.",Travel,R3KQ0N48YV
Flipkart,"Chennai, India",Finance & Accounting,Dept Head,INR,7197,Projector,2399,3,"Dept Head from Finance & Accounting spent 7197 INR on Projector at Flipkart in Chennai, India.",Office Supply,63OYUSTXDA
Flipkart,"New Delhi, India",Operations,Employee,INR,6560,Office Chair,3280,2,"Employee from Operations spent 6560 INR on Office Chair at Flipkart in New Delhi, India.",Office Supply,CGJ7OUZ9ZA
Uber,"New York, USA",Marketing,Team Lead,USD,3621,Flight Ticket,1207,3,"Team Lead from Marketing spent 3621 USD on Flight Ticket at Uber in New York, USA.",Travel,JTR7M22PPT
MakeMyTrip,Singapore,Marketing,Team Lead,SGD,14514,Flight Ticket,4838,3,Team Lead from Marketing spent 14514 SGD on Flight Ticket at MakeMyTrip in Singapore.,Travel,NWQUS913A4
Uber,"Kolkata, India",IT,Team Lead,INR,1104,Flight Ticket,1104,1,"Team Lead from IT spent 1104 INR on Flight Ticket at Uber in Kolkata, India.",Travel,HPLBQL9QT7
Expedia,"Chennai, India",Customer Support,Employee,INR,7434,Flight Ticket,3717,2,"Employee from Customer Support spent 7434 INR on Flight Ticket at Expedia in Chennai, India.",Travel,2H586I58MQ
MakeMyTrip,"New York, USA",Finance & Accounting,Dept Head,USD,3122,Flight Ticket,1561,2,"Dept Head from Finance & Accounting spent 3122 USD on Flight Ticket at MakeMyTrip in New York, USA.",Travel,CP43BI2C8D
Goibibo,"Ahmedabad, India",Customer Support,Employee,INR,7034,Deluxe Room,3517,2,"Employee from Customer Support spent 7034 INR on Deluxe Room at Goibibo in Ahmedabad, India.",Travel,753T21D5DM
Swiggy,"Mumbai, India",Sales,Manager,INR,3572,Meal,3572,1,"Manager from Sales spent 3572 INR on Meal at Swiggy in Mumbai, India.",Meals,6KHSXD7CN8
Goibibo,Hong Kong,Finance & Accounting,Employee,HKD,11055,Deluxe Room,3685,3,Employee from Finance & Accounting spent 11055 HKD on Deluxe Room at Goibibo in Hong Kong.,Travel,1LI0MYMERR
Amazon,"Pune, India",Operations,Team Lead,INR,8040,Office Chair,2680,3,"Team Lead from Operations spent 8040 INR on Office Chair at Amazon in Pune, India.",Office Supply,2QN0MSX88N
Amazon,Singapore,Finance & Accounting,Manager,SGD,1040,Projector,1040,1,Manager from Finance & Accounting spent 1040 SGD on Projector at Amazon in Singapore.,Office Supply,WUUS1FEWV4
OYO,"New Delhi, India",Human Resource,Team Lead,INR,5964,Flight Ticket,2982,2,"Team Lead from Human Resource spent 5964 INR on Flight Ticket at OYO in New Delhi, India.",Travel,KW5LNPKL3G
Ola,"Paris, France",IT,Dept Head,EUR,3209,Flight Ticket,3209,1,"Dept Head from IT spent 3209 EUR on Flight Ticket at Ola in Paris, France.",Travel,UCWD5PWOH8
Uber,"Hyderabad, India",Sales,Team Lead,INR,3043,Flight Ticket,3043,1,"Team Lead from Sales spent 3043 INR on Flight Ticket at Uber in Hyderabad, India.",Travel,N20THRV8JO
Goibibo,"Chennai, India",Sales,Dept Head,INR,5632,Flight Ticket,2816,2,"Dept Head from Sales spent 5632 INR on Flight Ticket at Goibibo in Chennai, India.",Travel,UPI3HEZLF8
OYO,"New Delhi, India",Sales,Manager,INR,8890,Flight Ticket,4445,2,"Manager from Sales spent 8890 INR on Flight Ticket at OYO in New Delhi, India.",Travel,22LLYOR1CK
OYO,"Ahmedabad, India",Sales,Team Lead,INR,3614,Flight Ticket,1807,2,"Team Lead from Sales spent 3614 INR on Flight Ticket at OYO in Ahmedabad, India.",Travel,BMVHOV12EK
Flipkart,"Kolkata, India",Sales,Employee,INR,1664,Office Chair,1664,1,"Employee from Sales spent 1664 INR on Office Chair at Flipkart in Kolkata, India.",Office Supply,B53HRCP4K8
Swiggy,"Pune, India",Marketing,Team Lead,INR,3897,Meal,1299,3,"Team Lead from Marketing spent 3897 INR on Meal at Swiggy in Pune, India.",Meals,3QKW9RHB0D
Expedia,"Paris, France",IT,Employee,EUR,8462,Flight Ticket,4231,2,"Employee from IT spent 8462 EUR on Flight Ticket at Expedia in Paris, France.",Travel,A3GD8Y9XK9
Goibibo,"Jaipur, India",Marketing,Team Lead,INR,7652,Flight Ticket,3826,2,"Team Lead from Marketing spent 7652 INR on Flight Ticket at Goibibo in Jaipur, India.",Travel,W8NLYMO04M
Expedia,"Kolkata, India",Customer Support,Employee,INR,1241,Deluxe Room,1241,1,"Employee from Customer Support spent 1241 INR on Deluxe Room at Expedia in Kolkata, India.",Travel,F30PLBW0AC
Swiggy,"Chennai, India",IT,Dept Head,INR,6822,Meal,2274,3,"Dept Head from IT spent 6822 INR on Meal at Swiggy in Chennai, India.",Meals,6PIMSMWWGS
Ola,"Hyderabad, India",Marketing,Employee,INR,14394,Deluxe Room,4798,3,"Employee from Marketing spent 14394 INR on Deluxe Room at Ola in Hyderabad, India.",Travel,XK0AQFOSRN
Goibibo,"Hyderabad, India",Operations,Team Lead,INR,781,Flight Ticket,781,1,"Team Lead from Operations spent 781 INR on Flight Ticket at Goibibo in Hyderabad, India.",Travel,QVM5624R1P
Flipkart,"Kolkata, India",IT,Dept Head,INR,6320,Projector,3160,2,"Dept Head from IT spent 6320 INR on Projector at Flipkart in Kolkata, India.",Office Supply,QLO8W3CZCW
Expedia,"Jaipur, India",Sales,Team Lead,INR,2803,Deluxe Room,2803,1,"Team Lead from Sales spent 2803 INR on Deluxe Room at Expedia in Jaipur, India.",Travel,U3UGMVRSGR
OYO,"Chennai, India",Human Resource,Employee,INR,2864,Flight Ticket,1432,2,"Employee from Human Resource spent 2864 INR on Flight Ticket at OYO in Chennai, India.",Travel,KIM7XSP0DR
Swiggy,"Mumbai, India",IT,Team Lead,INR,9816,Meal,4908,2,"Team Lead from IT spent 9816 INR on Meal at Swiggy in Mumbai, India.",Meals,C725V05LH6
Goibibo,"Berlin, Germany",Customer Support,Team Lead,EUR,1867,Deluxe Room,1867,1,"Team Lead from Customer Support spent 1867 EUR on Deluxe Room at Goibibo in Berlin, Germany.",Travel,6A918MOIEV
Swiggy,"Bangalore, India",Operations,Team Lead,INR,1258,Meal,1258,1,"Team Lead from Operations spent 1258 INR on Meal at Swiggy in Bangalore, India.",Meals,TO5K707BIP
OYO,"Lucknow, India",Operations,Team Lead,INR,6096,Flight Ticket,3048,2,"Team Lead from Operations spent 6096 INR on Flight Ticket at OYO in Lucknow, India.",Travel,BJLUPSR7LY
Flipkart,"Toronto, Canada",Operations,Team Lead,CAD,1910,Printer,955,2,"Team Lead from Operations spent 1910 CAD on Printer at Flipkart in Toronto, Canada.",Office Supply,APHZKRE7P0
Goibibo,"Lucknow, India",Operations,Team Lead,INR,12372,Deluxe Room,4124,3,"Team Lead from Operations spent 12372 INR on Deluxe Room at Goibibo in Lucknow, India.",Travel,9PBMM86Q8M
MakeMyTrip,"Chennai, India",Marketing,Team Lead,INR,7408,Flight Ticket,3704,2,"Team Lead from Marketing spent 7408 INR on Flight Ticket at MakeMyTrip in Chennai, India.",Travel,Z1GBNFV6PW
Flipkart,"Pune, India",Human Resource,Dept Head,INR,11433,Projector,3811,3,"Dept Head from Human Resource spent 11433 INR on Projector at Flipkart in Pune, India.",Office Supply,YW4BV5YHZE
Swiggy,"Mumbai, India",Human Resource,Employee,INR,4932,Meal,1644,3,"Employee from Human Resource spent 4932 INR on Meal at Swiggy in Mumbai, India.",Meals,3U6MXSFKKN
Uber,"Ahmedabad, India",IT,Employee,INR,4374,Deluxe Room,1458,3,"Employee from IT spent 4374 INR on Deluxe Room at Uber in Ahmedabad, India.",Travel,Z9WCC0UIOC
OYO,"Jaipur, India",Operations,Employee,INR,6986,Flight Ticket,3493,2,"Employee from Operations spent 6986 INR on Flight Ticket at OYO in Jaipur, India.",Travel,6JQGASO7W3
OYO,"Lucknow, India",Operations,Manager,INR,4521,Deluxe Room,4521,1,"Manager from Operations spent 4521 INR on Deluxe Room at OYO in Lucknow, India.",Travel,YUCIC0O7JO
Swiggy,"Hyderabad, India",Sales,Dept Head,INR,3070,Meal,1535,2,"Dept Head from Sales spent 3070 INR on Meal at Swiggy in Hyderabad, India.",Meals,IP1MY8Z2K5
Goibibo,"Jaipur, India",Marketing,Dept Head,INR,11373,Deluxe Room,3791,3,"Dept Head from Marketing spent 11373 INR on Deluxe Room at Goibibo in Jaipur, India.",Travel,LP8V85BBTD
Zomato,"Pune, India",Finance & Accounting,Employee,INR,2798,Meal,1399,2,"Employee from Finance & Accounting spent 2798 INR on Meal at Zomato in Pune, India.",Meals,FMUNYQWOYV
Ola,"New Delhi, India",Human Resource,Dept Head,INR,4073,Deluxe Room,4073,1,"Dept Head from Human Resource spent 4073 INR on Deluxe Room at Ola in New Delhi, India.",Travel,4FK2NNDWXH
Amazon,"Chennai, India",Human Resource,Team Lead,INR,1976,Office Chair,988,2,"Team Lead from Human Resource spent 1976 INR on Office Chair at Amazon in Chennai, India.",Office Supply,AP7FD8ZC8Z
Uber,"Kolkata, India",Finance & Accounting,Manager,INR,6122,Deluxe Room,3061,2,"Manager from Finance & Accounting spent 6122 INR on Deluxe Room at Uber in Kolkata, India.",Travel,60Q69UXQ53
MakeMyTrip,"Pune, India",Sales,Employee,INR,1714,Flight Ticket,1714,1,"Employee from Sales spent 1714 INR on Flight Ticket at MakeMyTrip in Pune, India.",Travel,DXHJK33AK6
Amazon,"Tokyo, Japan",Sales,Dept Head,JPY,3807,Projector,3807,1,"Dept Head from Sales spent 3807 JPY on Projector at Amazon in Tokyo, Japan.",Office Supply,YQWBXQXE8F
MakeMyTrip,"New Delhi, India",Marketing,Team Lead,INR,7012,Flight Ticket,3506,2,"Team Lead from Marketing spent 7012 INR on Flight Ticket at MakeMyTrip in New Delhi, India.",Travel,S1KNOSD2GB
Amazon,"Hyderabad, India",Human Resource,Team Lead,INR,2714,Laptop,1357,2,"Team Lead from Human Resource spent 2714 INR on Laptop at Amazon in Hyderabad, India.",Office Supply,6BTKBGGTO9
Amazon,"Chennai, India",Operations,Manager,INR,5871,Office Chair,1957,3,"Manager from Operations spent 5871 INR on Office Chair at Amazon in Chennai, India.",Office Supply,C2K3RXBYEC
Uber,"Hyderabad, India",IT,Dept Head,INR,2727,Deluxe Room,2727,1,"Dept Head from IT spent 2727 INR on Deluxe Room at Uber in Hyderabad, India.",Travel,D2VMI1KE00
Goibibo,"Jaipur, India",Finance & Accounting,Team Lead,INR,2039,Deluxe Room,2039,1,"Team Lead from Finance & Accounting spent 2039 INR on Deluxe Room at Goibibo in Jaipur, India.",Travel,NSBE0ZFXQQ
Ola,"Berlin, Germany",Sales,Employee,EUR,547,Flight Ticket,547,1,"Employee from Sales spent 547 EUR on Flight Ticket at Ola in Berlin, Germany.",Travel,ZY8ZOBLVBT
Expedia,"Jaipur, India",Finance & Accounting,Team Lead,INR,10539,Flight Ticket,3513,3,"Team Lead from Finance & Accounting spent 10539 INR on Flight Ticket at Expedia in Jaipur, India.",Travel,XSJCYKQETM
MakeMyTrip,"Lucknow, India",IT,Employee,INR,4646,Deluxe Room,2323,2,"Employee from IT spent 4646 INR on Deluxe Room at MakeMyTrip in Lucknow, India.",Travel,UUWFX1M787
Swiggy,"Hyderabad, India",Human Resource,Team Lead,INR,8148,Meal,4074,2,"Team Lead from Human Resource spent 8148 INR on Meal at Swiggy in Hyderabad, India.",Meals,O8X2JZS5UJ
Uber,"Toronto, Canada",Marketing,Manager,CAD,2225,Flight Ticket,2225,1,"Manager from Marketing spent 2225 CAD on Flight Ticket at Uber in Toronto, Canada.",Travel,BFRW1V5KZ8
Uber,"Sydney, Australia",Sales,Dept Head,AUD,7772,Deluxe Room,3886,2,"Dept Head from Sales spent 7772 AUD on Deluxe Room at Uber in Sydney, Australia.",Travel,K2VILGQUDG
Amazon,"Ahmedabad, India",Sales,Team Lead,INR,13863,Laptop,4621,3,"Team Lead from Sales spent 13863 INR on Laptop at Amazon in Ahmedabad, India.",Office Supply,VF4WRCSAFP
OYO,"Dubai, UAE",Marketing,Dept Head,AED,1314,Deluxe Room,1314,1,"Dept Head from Marketing spent 1314 AED on Deluxe Room at OYO in Dubai, UAE.",Travel,QN38MNDY24
MakeMyTrip,"Kolkata, India",IT,Employee,INR,6532,Deluxe Room,3266,2,"Employee from IT spent 6532 INR on Deluxe Room at MakeMyTrip in Kolkata, India.",Travel,RVQAB9PKUH
Flipkart,"Kolkata, India",Customer Support,Manager,INR,5172,Printer,2586,2,"Manager from Customer Support spent 5172 INR on Printer at Flipkart in Kolkata, India.",Office Supply,5LA0R46C15
Ola,"Mumbai, India",Operations,Dept Head,INR,829,Deluxe Room,829,1,"Dept Head from Operations spent 829 INR on Deluxe Room at Ola in Mumbai, India.",Travel,EJ8KBFLDJA
Amazon,"Mumbai, India",Customer Support,Dept Head,INR,6330,Projector,2110,3,"Dept Head from Customer Support spent 6330 INR on Projector at Amazon in Mumbai, India.",Office Supply,56CUAA4WD2
Amazon,"Hyderabad, India",Operations,Dept Head,INR,1896,Printer,632,3,"Dept Head from Operations spent 1896 INR on Printer at Amazon in Hyderabad, India.",Office Supply,H4OWV1UY4L
Flipkart,"Hyderabad, India",Human Resource,Manager,INR,4404,Printer,1468,3,"Manager from Human Resource spent 4404 INR on Printer at Flipkart in Hyderabad, India.",Office Supply,LXFBAAY8H1
Zomato,Hong Kong,Customer Support,Team Lead,HKD,7578,Meal,2526,3,Team Lead from Customer Support spent 7578 HKD on Meal at Zomato in Hong Kong.,Meals,X60ATAN5RM
Flipkart,Hong Kong,Sales,Dept Head,HKD,3602,Printer,3602,1,Dept Head from Sales spent 3602 HKD on Printer at Flipkart in Hong Kong.,Office Supply,25Y7TJ07UI
Uber,"Mumbai, India",Customer Support,Dept Head,INR,4164,Flight Ticket,2082,2,"Dept Head from Customer Support spent 4164 INR on Flight Ticket at Uber in Mumbai, India.",Travel,M737IE71UG
Zomato,"Pune, India",Customer Support,Dept Head,INR,3799,Meal,3799,1,"Dept Head from Customer Support spent 3799 INR on Meal at Zomato in Pune, India.",Meals,PU60ABEXT8
Uber,"Mumbai, India",IT,Manager,INR,1722,Deluxe Room,574,3,"Manager from IT spent 1722 INR on Deluxe Room at Uber in Mumbai, India.",Travel,WD4NGGV4NL
MakeMyTrip,"Pune, India",Customer Support,Dept Head,INR,2986,Deluxe Room,1493,2,"Dept Head from Customer Support spent 2986 INR on Deluxe Room at MakeMyTrip in Pune, India.",Travel,2OWQ3SREVP
Uber,"New Delhi, India",Customer Support,Employee,INR,8704,Deluxe Room,4352,2,"Employee from Customer Support spent 8704 INR on Deluxe Room at Uber in New Delhi, India.",Travel,T4VLPXWGXF
